ID_num,job_title,Short_description,Skills_required,Industry,Pay_grade,combined_text
527,recruitment specialist,source and recruit talent for various organizational roles,talent acquisition interviewing networking communication ats systems,human resources,Average paying,recruitment specialist source and recruit talent for various organizational roles talent acquisition interviewing networking communication ats systems human resources
528,financial planner,provide financial planning and investment advice to clients,financial planning investment knowledge client relations regulatory compliance mathematics,finance,Average paying,financial planner provide financial planning and investment advice to clients financial planning investment knowledge client relations regulatory compliance mathematics finance
529,operations research analyst,use analytical methods to solve complex business problems,operations research statistical analysis optimization mathematical modeling programming,business services,Average paying,operations research analyst use analytical methods to solve complex business problems operations research statistical analysis optimization mathematical modeling programming business services
530,environmental consultant,assess environmental impact and ensure regulatory compliance,environmental science regulatory knowledge data collection report writing site assessment,environmental services,Average paying,environmental consultant assess environmental impact and ensure regulatory compliance environmental science regulatory knowledge data collection report writing site assessment environmental services
531,instructional designer,design educational content and training programs,learning theory curriculum development elearning tools assessment design communication,education,Average paying,instructional designer design educational content and training programs learning theory curriculum development elearning tools assessment design communication education
532,supply chain analyst,optimize supply chain operations and logistics,supply chain management data analysis forecasting process improvement erp systems,logistics,Average paying,supply chain analyst optimize supply chain operations and logistics supply chain management data analysis forecasting process improvement erp systems logistics
533,market research analyst,conduct market research to identify business opportunities,market research statistical analysis survey design data interpretation presentation skills,marketing,Average paying,market research analyst conduct market research to identify business opportunities market research statistical analysis survey design data interpretation presentation skills marketing
534,systems administrator,maintain and troubleshoot it infrastructure and systems,system administration networking troubleshooting scripting security,technology,Average paying,systems administrator maintain and troubleshoot it infrastructure and systems system administration networking troubleshooting scripting security technology
535,credit analyst,evaluate creditworthiness of individuals and organizations,credit analysis financial statement analysis risk assessment regulatory knowledge attention to detail,finance,Average paying,credit analyst evaluate creditworthiness of individuals and organizations credit analysis financial statement analysis risk assessment regulatory knowledge attention to detail finance
536,training coordinator,organize and deliver training programs for employees,training development presentation skills learning management systems communication organization,human resources,Average paying,training coordinator organize and deliver training programs for employees training development presentation skills learning management systems communication organization human resources
537,database administrator,manage and maintain database systems and data integrity,database management sql backup and recovery performance tuning security,technology,Average paying,database administrator manage and maintain database systems and data integrity database management sql backup and recovery performance tuning security technology
538,compliance officer,ensure organizational adherence to regulatory requirements,regulatory knowledge risk assessment audit skills communication attention to detail,legal services,Average paying,compliance officer ensure organizational adherence to regulatory requirements regulatory knowledge risk assessment audit skills communication attention to detail legal services
539,user experience designer,design intuitive and engaging user interfaces,ux design prototyping user research visual design interaction design,technology,Average paying,user experience designer design intuitive and engaging user interfaces ux design prototyping user research visual design interaction design technology
540,social media manager,manage social media presence and engagement strategies,social media platforms content creation analytics community management brand management,marketing,Average paying,social media manager manage social media presence and engagement strategies social media platforms content creation analytics community management brand management marketing
541,laboratory technician,conduct scientific tests and experiments in laboratory settings,laboratory techniques data collection scientific equipment safety protocols attention to detail,science  research,Average paying,laboratory technician conduct scientific tests and experiments in laboratory settings laboratory techniques data collection scientific equipment safety protocols attention to detail science  research
542,purchasing agent,negotiate and manage procurement of goods and services,negotiation vendor management cost analysis contract management supply chain knowledge,business services,Average paying,purchasing agent negotiate and manage procurement of goods and services negotiation vendor management cost analysis contract management supply chain knowledge business services
543,health information technician,manage and organize healthcare data and records,medical coding health information systems data management privacy regulations attention to detail,healthcare,Average paying,health information technician manage and organize healthcare data and records medical coding health information systems data management privacy regulations attention to detail healthcare
544,paralegal,provide legal support and research assistance,legal research document preparation case management legal software communication,legal services,Average paying,paralegal provide legal support and research assistance legal research document preparation case management legal software communication legal services
545,event coordinator,plan and execute corporate and special events,event planning vendor management budget management communication time management,event planning,Average paying,event coordinator plan and execute corporate and special events event planning vendor management budget management communication time management event planning
546,graphic designer,create visual content for various media and platforms,graphic design adobe creative suite visual communication brand guidelines creativity,creative services,Average paying,graphic designer create visual content for various media and platforms graphic design adobe creative suite visual communication brand guidelines creativity creative services
547,sales development representative,generate leads and qualify prospects for sales team,lead generation crm systems communication sales process prospecting,sales,Average paying,sales development representative generate leads and qualify prospects for sales team lead generation crm systems communication sales process prospecting sales
548,manufacturing engineer,optimize manufacturing processes and production efficiency,manufacturing processes lean manufacturing cad process improvement quality control,manufacturing,Average paying,manufacturing engineer optimize manufacturing processes and production efficiency manufacturing processes lean manufacturing cad process improvement quality control manufacturing
549,tax accountant,prepare and file tax returns for individuals and businesses,tax law accounting software attention to detail analytical skills communication,finance,Average paying,tax accountant prepare and file tax returns for individuals and businesses tax law accounting software attention to detail analytical skills communication finance
550,content marketing manager,develop content strategies to drive brand awareness and engagement,content strategy seo analytics brand management creative writing,marketing,Average paying,content marketing manager develop content strategies to drive brand awareness and engagement content strategy seo analytics brand management creative writing marketing
551,help desk technician,provide firstlevel technical support to end users,technical support troubleshooting customer service it systems communication,technology,Low paying,help desk technician provide firstlevel technical support to end users technical support troubleshooting customer service it systems communication technology
552,administrative assistant,provide administrative support to executives and teams,office administration calendar management communication microsoft office organization,business services,Low paying,administrative assistant provide administrative support to executives and teams office administration calendar management communication microsoft office organization business services
553,customer service representative,handle customer inquiries and resolve issues,customer service communication problem solving crm systems patience,customer service,Low paying,customer service representative handle customer inquiries and resolve issues customer service communication problem solving crm systems patience customer service
554,data entry clerk,input and maintain accurate data in computer systems,data entry attention to detail typing speed database software accuracy,business services,Low paying,data entry clerk input and maintain accurate data in computer systems data entry attention to detail typing speed database software accuracy business services
555,receptionist,greet visitors and manage front desk operations,customer service phone etiquette scheduling communication professional appearance,business services,Low paying,receptionist greet visitors and manage front desk operations customer service phone etiquette scheduling communication professional appearance business services
556,warehouse associate,handle inventory management and order fulfillment,inventory management physical stamina attention to detail warehouse management systems safety,warehousing,Low paying,warehouse associate handle inventory management and order fulfillment inventory management physical stamina attention to detail warehouse management systems safety warehousing
557,retail sales associate,assist customers with purchases and product information,customer service sales skills product knowledge cash handling communication,retail,Low paying,retail sales associate assist customers with purchases and product information customer service sales skills product knowledge cash handling communication retail
558,food service worker,prepare and serve food in restaurant or cafeteria settings,food preparation customer service sanitation teamwork physical stamina,food service,Low paying,food service worker prepare and serve food in restaurant or cafeteria settings food preparation customer service sanitation teamwork physical stamina food service
559,security guard,monitor premises and ensure safety and security,security procedures observation skills communication physical fitness emergency response,security,Low paying,security guard monitor premises and ensure safety and security security procedures observation skills communication physical fitness emergency response security
560,janitor,maintain cleanliness and sanitation of facilities,cleaning techniques equipment operation attention to detail physical stamina time management,cleaning services,Low paying,janitor maintain cleanliness and sanitation of facilities cleaning techniques equipment operation attention to detail physical stamina time management cleaning services
561,delivery driver,transport goods and packages to customers,driving skills navigation customer service time management physical stamina,transportation,Low paying,delivery driver transport goods and packages to customers driving skills navigation customer service time management physical stamina transportation
562,cashier,process customer transactions and handle payments,cash handling customer service attention to detail point of sale systems mathematics,retail,Low paying,cashier process customer transactions and handle payments cash handling customer service attention to detail point of sale systems mathematics retail
563,maintenance worker,perform routine maintenance and repairs on facilities,maintenance skills tool usage problem solving safety protocols physical skills,maintenance services,Low paying,maintenance worker perform routine maintenance and repairs on facilities maintenance skills tool usage problem solving safety protocols physical skills maintenance services
564,landscaping worker,maintain and beautify outdoor spaces and gardens,landscaping plant knowledge equipment operation physical stamina attention to detail,landscaping,Low paying,landscaping worker maintain and beautify outdoor spaces and gardens landscaping plant knowledge equipment operation physical stamina attention to detail landscaping
565,kitchen assistant,support kitchen operations in food service establishments,food preparation sanitation teamwork physical stamina following instructions,food service,Low paying,kitchen assistant support kitchen operations in food service establishments food preparation sanitation teamwork physical stamina following instructions food service
566,parking attendant,manage parking facilities and assist customers,customer service cash handling attention to detail physical activity communication,facilities management,Low paying,parking attendant manage parking facilities and assist customers customer service cash handling attention to detail physical activity communication facilities management
567,farm worker,perform agricultural tasks and crop maintenance,agricultural skills physical stamina equipment operation seasonal work attention to detail,agriculture,Low paying,farm worker perform agricultural tasks and crop maintenance agricultural skills physical stamina equipment operation seasonal work attention to detail agriculture
568,housekeeping aide,clean and maintain residential or commercial properties,cleaning skills attention to detail time management physical stamina reliability,cleaning services,Low paying,housekeeping aide clean and maintain residential or commercial properties cleaning skills attention to detail time management physical stamina reliability cleaning services
569,library assistant,support library operations and help patrons,customer service organization computer skills attention to detail communication,education,Low paying,library assistant support library operations and help patrons customer service organization computer skills attention to detail communication education
570,assembly line worker,assemble products on manufacturing production lines,manual dexterity attention to detail teamwork physical stamina quality control,manufacturing,Low paying,assembly line worker assemble products on manufacturing production lines manual dexterity attention to detail teamwork physical stamina quality control manufacturing
571,childcare worker,supervise and care for children in daycare settings,child development patience communication safety awareness creativity,education,Low paying,childcare worker supervise and care for children in daycare settings child development patience communication safety awareness creativity education
572,dog walker,provide exercise and care services for pets,animal handling physical fitness reliability love for animals communication,pet services,Low paying,dog walker provide exercise and care services for pets animal handling physical fitness reliability love for animals communication pet services
573,dishwasher,clean dishes and maintain kitchen sanitation,sanitation physical stamina teamwork attention to detail following instructions,food service,Low paying,dishwasher clean dishes and maintain kitchen sanitation sanitation physical stamina teamwork attention to detail following instructions food service
574,hotel housekeeper,clean and maintain hotel rooms and facilities,cleaning skills attention to detail time management physical stamina hospitality,hospitality,Low paying,hotel housekeeper clean and maintain hotel rooms and facilities cleaning skills attention to detail time management physical stamina hospitality hospitality
575,telemarketer,make outbound calls to promote products or services,communication persistence sales skills computer skills stress management,sales,Low paying,telemarketer make outbound calls to promote products or services communication persistence sales skills computer skills stress management sales
576,product manager,define product strategy and coordinate development teams,product management market research stakeholder management analytics strategic thinking,technology,High paying,product manager define product strategy and coordinate development teams product management market research stakeholder management analytics strategic thinking technology
577,principal data scientist,lead data science initiatives and advanced analytics projects,advanced statistics machine learning team leadership business strategy pythonr,technology,High paying,principal data scientist lead data science initiatives and advanced analytics projects advanced statistics machine learning team leadership business strategy pythonr technology
578,senior devops engineer,design and implement cicd pipelines and infrastructure automation,devops kubernetes cloud platforms infrastructure as code automation,technology,High paying,senior devops engineer design and implement cicd pipelines and infrastructure automation devops kubernetes cloud platforms infrastructure as code automation technology
579,enterprise architect,design enterprisewide technology architecture and standards,enterprise architecture system integration technology strategy leadership communication,technology,High paying,enterprise architect design enterprisewide technology architecture and standards enterprise architecture system integration technology strategy leadership communication technology
580,chief marketing officer,develop and execute comprehensive marketing strategies,marketing strategy brand management digital marketing team leadership analytics,executive leadership,High paying,chief marketing officer develop and execute comprehensive marketing strategies marketing strategy brand management digital marketing team leadership analytics executive leadership
581,investment manager,manage investment portfolios and client relationships,portfolio management financial analysis risk management client relations market knowledge,finance,High paying,investment manager manage investment portfolios and client relationships portfolio management financial analysis risk management client relations market knowledge finance
582,cardiologist,diagnose and treat heart and cardiovascular conditions,medical expertise diagnostic skills patient care surgical skills continuous learning,healthcare,High paying,cardiologist diagnose and treat heart and cardiovascular conditions medical expertise diagnostic skills patient care surgical skills continuous learning healthcare
583,patent attorney,provide legal counsel on intellectual property matters,patent law technical knowledge legal research writing skills analytical thinking,legal services,High paying,patent attorney provide legal counsel on intellectual property matters patent law technical knowledge legal research writing skills analytical thinking legal services
584,principal software engineer,lead complex software development projects and technical decisions,advanced programming system design technical leadership code review mentoring,technology,High paying,principal software engineer lead complex software development projects and technical decisions advanced programming system design technical leadership code review mentoring technology
585,head of product,oversee product portfolio and strategic product direction,product strategy market analysis team leadership stakeholder management innovation,technology,High paying,head of product oversee product portfolio and strategic product direction product strategy market analysis team leadership stakeholder management innovation technology
586,senior management consultant,advise executives on strategic business transformations,strategic analysis change management client management industry expertise leadership,consulting,High paying,senior management consultant advise executives on strategic business transformations strategic analysis change management client management industry expertise leadership consulting
587,chief data officer,lead enterprise data strategy and governance initiatives,data strategy data governance analytics leadership digital transformation,executive leadership,High paying,chief data officer lead enterprise data strategy and governance initiatives data strategy data governance analytics leadership digital transformation executive leadership
588,interventional radiologist,perform minimally invasive medical procedures using imaging guidance,medical imaging surgical skills patient care technical expertise precision,healthcare,High paying,interventional radiologist perform minimally invasive medical procedures using imaging guidance medical imaging surgical skills patient care technical expertise precision healthcare
589,hedge fund manager,manage investment funds and trading strategies,investment strategy risk management financial markets quantitative analysis leadership,finance,High paying,hedge fund manager manage investment funds and trading strategies investment strategy risk management financial markets quantitative analysis leadership finance
590,vp of engineering,lead engineering organizations and technical strategy,engineering leadership technical strategy team building product development innovation,technology,High paying,vp of engineering lead engineering organizations and technical strategy engineering leadership technical strategy team building product development innovation technology
591,senior business analyst,analyze business processes and recommend improvements,business analysis process modeling stakeholder management requirements gathering communication,business services,Average paying,senior business analyst analyze business processes and recommend improvements business analysis process modeling stakeholder management requirements gathering communication business services
592,marketing automation specialist,implement and manage marketing automation campaigns,marketing automation email marketing crm systems analytics campaign management,marketing,Average paying,marketing automation specialist implement and manage marketing automation campaigns marketing automation email marketing crm systems analytics campaign management marketing
593,technical support engineer,provide advanced technical support for software products,technical troubleshooting customer service software knowledge communication problem solving,technology,Average paying,technical support engineer provide advanced technical support for software products technical troubleshooting customer service software knowledge communication problem solving technology
594,operations coordinator,coordinate operational activities and process improvements,operations management project coordination process improvement communication organization,business services,Average paying,operations coordinator coordinate operational activities and process improvements operations management project coordination process improvement communication organization business services
595,hr business partner,provide strategic hr support to business units,hr strategy employee relations talent management business acumen communication,human resources,Average paying,hr business partner provide strategic hr support to business units hr strategy employee relations talent management business acumen communication human resources
596,financial controller,oversee financial reporting and accounting operations,financial reporting accounting standards team management budgeting compliance,finance,Average paying,financial controller oversee financial reporting and accounting operations financial reporting accounting standards team management budgeting compliance finance
597,product marketing manager,develop gotomarket strategies for products,product marketing market research competitive analysis campaign management communication,marketing,Average paying,product marketing manager develop gotomarket strategies for products product marketing market research competitive analysis campaign management communication marketing
598,site reliability engineer,ensure reliability and performance of production systems,system reliability monitoring automation incident response performance optimization,technology,Average paying,site reliability engineer ensure reliability and performance of production systems system reliability monitoring automation incident response performance optimization technology
599,learning and development specialist,design and deliver employee training programs,training design adult learning facilitation lms administration assessment,human resources,Average paying,learning and development specialist design and deliver employee training programs training design adult learning facilitation lms administration assessment human resources
600,business development manager,identify and pursue new business opportunities,business development sales strategy relationship building market analysis negotiation,sales,Average paying,business development manager identify and pursue new business opportunities business development sales strategy relationship building market analysis negotiation sales
601,junior software developer,develop software applications under senior guidance,programming debugging version control testing learning agility,technology,Average paying,junior software developer develop software applications under senior guidance programming debugging version control testing learning agility technology
602,marketing coordinator,support marketing campaigns and activities,marketing support content creation social media event coordination communication,marketing,Average paying,marketing coordinator support marketing campaigns and activities marketing support content creation social media event coordination communication marketing
603,accounts receivable specialist,manage customer billing and payment collection,accounts receivable billing systems customer service attention to detail communication,finance,Average paying,accounts receivable specialist manage customer billing and payment collection accounts receivable billing systems customer service attention to detail communication finance
604,it support specialist,provide technical support for hardware and software issues,it support hardware troubleshooting software installation customer service documentation,technology,Average paying,it support specialist provide technical support for hardware and software issues it support hardware troubleshooting software installation customer service documentation technology
605,logistics coordinator,coordinate shipments and supply chain activities,logistics inventory management communication organization problem solving,logistics,Average paying,logistics coordinator coordinate shipments and supply chain activities logistics inventory management communication organization problem solving logistics
606,junior graphic designer,create visual designs for various marketing materials,graphic design adobe creative suite brand guidelines creativity time management,creative services,Average paying,junior graphic designer create visual designs for various marketing materials graphic design adobe creative suite brand guidelines creativity time management creative services
607,customer success manager,ensure customer satisfaction and retention,customer success relationship management product knowledge communication problem solving,business services,Average paying,customer success manager ensure customer satisfaction and retention customer success relationship management product knowledge communication problem solving business services
608,payroll specialist,process payroll and maintain employee compensation records,payroll processing payroll software attention to detail confidentiality compliance,human resources,Average paying,payroll specialist process payroll and maintain employee compensation records payroll processing payroll software attention to detail confidentiality compliance human resources
609,research assistant,support research projects and data collection activities,research methods data collection literature review analytical skills organization,science  research,Average paying,research assistant support research projects and data collection activities research methods data collection literature review analytical skills organization science  research
610,junior accountant,assist with accounting tasks and financial record keeping,accounting financial reporting bookkeeping attention to detail analytical skills,finance,Average paying,junior accountant assist with accounting tasks and financial record keeping accounting financial reporting bookkeeping attention to detail analytical skills finance
611,social worker,provide support services to individuals and families in need,social work case management counseling advocacy empathy,social services,Average paying,social worker provide support services to individuals and families in need social work case management counseling advocacy empathy social services
612,occupational therapist,help patients develop or recover daily living skills,occupational therapy patient assessment treatment planning rehabilitation empathy,healthcare,Average paying,occupational therapist help patients develop or recover daily living skills occupational therapy patient assessment treatment planning rehabilitation empathy healthcare
613,physical therapist,provide rehabilitation services for patients with physical injuries,physical therapy anatomy exercise prescription patient care manual therapy,healthcare,Average paying,physical therapist provide rehabilitation services for patients with physical injuries physical therapy anatomy exercise prescription patient care manual therapy healthcare
614,dental hygienist,provide preventive dental care and patient education,dental hygiene patient care dental equipment health education attention to detail,healthcare,Average paying,dental hygienist provide preventive dental care and patient education dental hygiene patient care dental equipment health education attention to detail healthcare
615,registered nurse,provide direct patient care in healthcare settings,nursing patient care medical procedures documentation empathy,healthcare,Average paying,registered nurse provide direct patient care in healthcare settings nursing patient care medical procedures documentation empathy healthcare
616,elementary school teacher,educate and nurture young students in elementary grades,teaching curriculum development classroom management child development patience,education,Average paying,elementary school teacher educate and nurture young students in elementary grades teaching curriculum development classroom management child development patience education
617,high school teacher,educate students in specific subject areas,subject matter expertise teaching lesson planning classroom management communication,education,Average paying,high school teacher educate students in specific subject areas subject matter expertise teaching lesson planning classroom management communication education
618,librarian,manage library resources and assist patrons with information needs,library science information management research skills customer service organization,education,Average paying,librarian manage library resources and assist patrons with information needs library science information management research skills customer service organization education
619,mental health counselor,provide counseling services to individuals with mental health issues,counseling psychology active listening empathy treatment planning,healthcare,Average paying,mental health counselor provide counseling services to individuals with mental health issues counseling psychology active listening empathy treatment planning healthcare
620,veterinary technician,assist veterinarians with animal care and medical procedures,veterinary medicine animal handling medical equipment patient care attention to detail,animal services,Average paying,veterinary technician assist veterinarians with animal care and medical procedures veterinary medicine animal handling medical equipment patient care attention to detail animal services
621,file clerk,organize and maintain filing systems and records,filing systems organization attention to detail data entry record keeping,business services,Low paying,file clerk organize and maintain filing systems and records filing systems organization attention to detail data entry record keeping business services
622,ticket taker,collect tickets and direct patrons at entertainment venues,customer service crowd management attention to detail communication standing,entertainment,Low paying,ticket taker collect tickets and direct patrons at entertainment venues customer service crowd management attention to detail communication standing entertainment
623,concession stand worker,sell food and beverages at entertainment venues,food service cash handling customer service inventory management teamwork,food service,Low paying,concession stand worker sell food and beverages at entertainment venues food service cash handling customer service inventory management teamwork food service
624,usher,guide and assist patrons at theaters and entertainment venues,customer service crowd management communication physical activity attention to detail,entertainment,Low paying,usher guide and assist patrons at theaters and entertainment venues customer service crowd management communication physical activity attention to detail entertainment
625,groundskeeper,maintain outdoor grounds and facilities,landscaping equipment operation physical labor attention to detail weather tolerance,landscaping,Low paying,groundskeeper maintain outdoor grounds and facilities landscaping equipment operation physical labor attention to detail weather tolerance landscaping
626,laundry attendant,operate laundry equipment and fold clothing,laundry operations equipment operation attention to detail physical stamina time management,personal services,Low paying,laundry attendant operate laundry equipment and fold clothing laundry operations equipment operation attention to detail physical stamina time management personal services
627,car wash attendant,clean vehicles using various cleaning techniques,vehicle cleaning physical labor attention to detail customer service teamwork,automotive,Low paying,car wash attendant clean vehicles using various cleaning techniques vehicle cleaning physical labor attention to detail customer service teamwork automotive
628,grocery store clerk,stock shelves and assist customers in grocery stores,inventory management customer service physical labor attention to detail teamwork,retail,Low paying,grocery store clerk stock shelves and assist customers in grocery stores inventory management customer service physical labor attention to detail teamwork retail
629,fast food worker,prepare and serve food in fastfood restaurants,food preparation customer service speed teamwork sanitation,food service,Low paying,fast food worker prepare and serve food in fastfood restaurants food preparation customer service speed teamwork sanitation food service
630,movie theater attendant,assist customers and maintain theater facilities,customer service cleaning crowd management communication physical activity,entertainment,Low paying,movie theater attendant assist customers and maintain theater facilities customer service cleaning crowd management communication physical activity entertainment
631,newspaper delivery,deliver newspapers to subscribers,drivingcycling route management time management physical activity reliability,media  publishing,Low paying,newspaper delivery deliver newspapers to subscribers drivingcycling route management time management physical activity reliability media  publishing
632,pet groomer,provide grooming services for pets,animal handling grooming techniques customer service patience physical stamina,pet services,Low paying,pet groomer provide grooming services for pets animal handling grooming techniques customer service patience physical stamina pet services
633,furniture mover,transport furniture and household items,physical strength lifting techniques customer service teamwork problem solving,moving services,Low paying,furniture mover transport furniture and household items physical strength lifting techniques customer service teamwork problem solving moving services
634,valet parking attendant,park and retrieve vehicles for customers,driving skills customer service physical activity attention to detail time management,hospitality,Low paying,valet parking attendant park and retrieve vehicles for customers driving skills customer service physical activity attention to detail time management hospitality
635,tour guide,lead tours and provide information to visitors,public speaking local knowledge customer service communication walkingstanding,tourism,Low paying,tour guide lead tours and provide information to visitors public speaking local knowledge customer service communication walkingstanding tourism
636,amusement park attendant,operate rides and assist guests at amusement parks,safety procedures customer service equipment operation physical activity attention to detail,recreation,Low paying,amusement park attendant operate rides and assist guests at amusement parks safety procedures customer service equipment operation physical activity attention to detail recreation
637,golf course maintenance,maintain golf course grounds and facilities,landscaping equipment operation physical labor attention to detail early hours,recreation,Low paying,golf course maintenance maintain golf course grounds and facilities landscaping equipment operation physical labor attention to detail early hours recreation
638,lifeguard,monitor swimming areas and ensure safety of swimmers,swimming skills cprfirst aid safety awareness physical fitness vigilance,recreation,Low paying,lifeguard monitor swimming areas and ensure safety of swimmers swimming skills cprfirst aid safety awareness physical fitness vigilance recreation
639,ski lift operator,operate ski lifts and assist skiers,equipment operation customer service safety procedures physical activity weather tolerance,recreation,Low paying,ski lift operator operate ski lifts and assist skiers equipment operation customer service safety procedures physical activity weather tolerance recreation
640,boat rental attendant,rent boats and provide safety instructions,boating knowledge customer service safety procedures physical activity communication,recreation,Low paying,boat rental attendant rent boats and provide safety instructions boating knowledge customer service safety procedures physical activity communication recreation
641,senior quality engineer,lead quality assurance programs and process improvements,quality management statistical analysis process improvement leadership compliance,manufacturing,High paying,senior quality engineer lead quality assurance programs and process improvements quality management statistical analysis process improvement leadership compliance manufacturing
642,director of operations,oversee operational excellence and strategic initiatives,operations management strategic planning leadership process optimization pl management,business services,High paying,director of operations oversee operational excellence and strategic initiatives operations management strategic planning leadership process optimization pl management business services
643,principal ux designer,lead user experience design for complex digital products,ux design design systems user research prototyping design leadership,technology,High paying,principal ux designer lead user experience design for complex digital products ux design design systems user research prototyping design leadership technology
644,senior research scientist,conduct advanced research and lead scientific projects,research methodology scientific analysis grant writing team leadership publication,science  research,High paying,senior research scientist conduct advanced research and lead scientific projects research methodology scientific analysis grant writing team leadership publication science  research
645,chief technology officer,define technology vision and lead engineering organizations,technology strategy engineering leadership innovation digital transformation executive management,executive leadership,High paying,chief technology officer define technology vision and lead engineering organizations technology strategy engineering leadership innovation digital transformation executive management executive leadership
646,investment banking director,lead ma transactions and client relationships,corporate finance deal structuring client management team leadership financial modeling,finance,High paying,investment banking director lead ma transactions and client relationships corporate finance deal structuring client management team leadership financial modeling finance
647,chief operating officer,oversee all operational aspects of the organization,operations strategy executive leadership process optimization change management pl management,executive leadership,High paying,chief operating officer oversee all operational aspects of the organization operations strategy executive leadership process optimization change management pl management executive leadership
648,senior tax manager,manage complex tax planning and compliance for corporations,tax strategy corporate tax regulatory compliance team leadership financial planning,finance,High paying,senior tax manager manage complex tax planning and compliance for corporations tax strategy corporate tax regulatory compliance team leadership financial planning finance
649,principal solutions architect,design enterpriselevel technical solutions,solution architecture technical leadership client consulting system integration innovation,technology,High paying,principal solutions architect design enterpriselevel technical solutions solution architecture technical leadership client consulting system integration innovation technology
650,vp of sales,lead sales organization and revenue growth strategies,sales leadership revenue strategy team building market development executive presence,sales,High paying,vp of sales lead sales organization and revenue growth strategies sales leadership revenue strategy team building market development executive presence sales
651,digital product manager,manage digital product development and user experience,product management digital strategy user experience agile development analytics,technology,Average paying,digital product manager manage digital product development and user experience product management digital strategy user experience agile development analytics technology
652,brand manager,develop and execute brand strategies and campaigns,brand management marketing strategy campaign development market research creative direction,marketing,Average paying,brand manager develop and execute brand strategies and campaigns brand management marketing strategy campaign development market research creative direction marketing
653,compensation analyst,analyze and design employee compensation programs,compensation analysis hr analytics market research statistical analysis excel,human resources,Average paying,compensation analyst analyze and design employee compensation programs compensation analysis hr analytics market research statistical analysis excel human resources
654,network engineer,design and maintain network infrastructure,network engineering cisco technologies troubleshooting security documentation,technology,Average paying,network engineer design and maintain network infrastructure network engineering cisco technologies troubleshooting security documentation technology
